PDCODE;SALEDATE;CLIENTCODE;QTY;UNITVAL;TOTALVAL
002;06/11/2021;013;5;28.9;144.5
002;06/11/2021;069;3;28.9;86.7
002;06/11/2021;077;1;28.9;28.9
097;06/11/2021;069;1;61.25;61.25
096;06/11/2021;069;0.5;39;19.5
021;06/11/2021;069;1;16.15;16.15
026;08/11/2021;096;1;32;32
001;08/11/2021;096;1;19;19
019;08/11/2021;096;1;12;12
017;08/11/2021;096;1;14;14
029;09/11/2021;022;4;12.75;51
002;09/11/2021;022;10;28.9;289
079;10/11/2021;057;1.1;45;49.5
060;10/11/2021;057;2;12.8;25.6
004;10/11/2021;057;1;36;36
030;10/11/2021;073;3;61.25;183.75
002;10/11/2021;057;5;27.2;136
002;10/11/2021;019;3;28.9;86.7
002;10/11/2021;083;3;28.9;86.7
002;10/11/2021;011;2;28.9;57.8
015;10/11/2021;073;1;13.6;13.6
012;10/11/2021;051;2;22;44
001;10/11/2021;051;2;19;38
001;10/11/2021;057;1;15.2;15.2
097;10/11/2021;053;10;41.68;416.8
085;10/11/2021;057;1;12;12
028;10/11/2021;057;6;12.8;76.8
017;10/11/2021;057;1;11.2;11.2
093;11/11/2021;097;1;2;2
029;11/11/2021;074;5;12.24;61.2
029;11/11/2021;098;3;12.75;38.25
002;11/11/2021;074;4;27.2;108.8
015;11/11/2021;098;10;13.6;136
001;11/11/2021;098;10;16.15;161.5
065;11/11/2021;074;4;12.24;48.96
065;11/11/2021;098;3;12.75;38.25
021;11/11/2021;074;6;15.6;93.6
017;11/11/2021;074;5;11.44;57.2
079;12/11/2021;073;1;45;45
029;12/11/2021;099;3;15;45
029;12/11/2021;052;3;12.75;38.25
002;12/11/2021;020;15;28.9;433.5
002;12/11/2021;052;8;28.9;231.2
002;12/11/2021;069;6;28.9;173.4
002;12/11/2021;078;4;28.9;115.6
002;12/11/2021;077;3;28.9;86.7
002;12/11/2021;095;2;28.9;57.8
002;12/11/2021;073;2;28.9;57.8
015;12/11/2021;069;5;13.6;68
015;12/11/2021;099;4;16;64
015;12/11/2021;052;2;13.6;27.2
015;12/11/2021;073;2;13.6;27.2
013;12/11/2021;095;1;34;34
012;12/11/2021;099;3;22;66
012;12/11/2021;078;2;18.7;37.4
012;12/11/2021;069;1;18.7;18.7
001;12/11/2021;078;10;16.15;161.5
001;12/11/2021;099;3;19;57
001;12/11/2021;052;2;16.15;32.3
096;12/11/2021;069;1.5;39;58.5
085;12/11/2021;078;2;12.75;25.5
085;12/11/2021;052;2;12.75;25.5
080;12/11/2021;078;2;12.75;25.5
080;12/11/2021;052;1;12.75;12.75
070;12/11/2021;069;1;61.25;61.25
068;12/11/2021;099;6;10;60
065;12/11/2021;069;6;12.75;76.5
065;12/11/2021;099;3;15;45
065;12/11/2021;078;1;12.75;12.75
065;12/11/2021;052;1;12.75;12.75
040;12/11/2021;095;1;45;45
028;12/11/2021;099;3;16;48
028;12/11/2021;052;1;13.6;13.6
023;12/11/2021;099;6;15;90
023;12/11/2021;078;2;12.75;25.5
023;12/11/2021;052;1;12.75;12.75
022;12/11/2021;099;3;12;36
022;12/11/2021;052;2;10.2;20.4
021;12/11/2021;052;3;16.15;48.45
021;12/11/2021;078;1;16.15;16.15
021;12/11/2021;069;1;16.15;16.15
019;12/11/2021;099;3;12;36
019;12/11/2021;052;2;10.2;20.4
019;12/11/2021;078;1;10.2;10.2
003;12/11/2021;099;1;35;35
002;15/11/2021;008;20;28.9;578
079;17/11/2021;057;3;45;135
060;17/11/2021;091;3;13.6;40.8
060;17/11/2021;057;2;12.8;25.6
029;17/11/2021;010;4;12.75;51
029;17/11/2021;051;2;15;30
026;17/11/2021;057;1;25.6;25.6
025;17/11/2021;057;1;16;16
002;17/11/2021;057;7;27.2;190.4
002;17/11/2021;010;6;28.9;173.4
002;17/11/2021;048;2;28.9;57.8
002;17/11/2021;037;2;28.9;57.8
002;17/11/2021;016;2;28.9;57.8
015;17/11/2021;091;13;13.6;176.8
012;17/11/2021;051;2;22;44
001;17/11/2021;051;2;19;38
001;17/11/2021;057;2;15.2;30.4
070;17/11/2021;091;1;57;57
040;17/11/2021;091;1;45;45
028;17/11/2021;091;1;13.6;13.6
022;17/11/2021;057;2;9.6;19.2
022;17/11/2021;091;1;10.2;10.2
021;17/11/2021;051;1;19;19
021;17/11/2021;057;1;15.2;15.2
017;17/11/2021;057;1;11.2;11.2
016;17/11/2021;091;1;12.75;12.75
030;18/11/2021;077;1;61.25;61.25
029;18/11/2021;033;2;12.75;25.5
040;18/11/2021;033;1;50;50
095;19/11/2021;102;8;10;80
071;19/11/2021;069;4.8;36.13;173.424
029;19/11/2021;026;25;12.75;318.75
029;19/11/2021;022;4;12.75;51
029;19/11/2021;103;1;15;15
002;19/11/2021;022;10;28.9;289
002;19/11/2021;013;10;28.9;289
002;19/11/2021;101;2;34;68
002;19/11/2021;103;1;34;34
015;19/11/2021;101;8;16;128
015;19/11/2021;103;1;16;16
012;19/11/2021;102;1;22;22
001;19/11/2021;101;8;19;152
110;19/11/2021;069;1.08;37.78;40.8024
109;19/11/2021;069;0.8;63.54;50.832
097;19/11/2021;069;1.2;59.54;71.448
096;19/11/2021;069;1.5;39;58.5
065;19/11/2021;103;1;15;15
023;19/11/2021;101;6;15;90
030;22/11/2021;073;3;61.25;183.75
029;22/11/2021;033;2;12.75;25.5
002;22/11/2021;086;5;28.9;144.5
002;22/11/2021;073;3;28.9;86.7
015;22/11/2021;086;5;13.6;68
040;22/11/2021;033;1;50;50
021;22/11/2021;073;2;16.15;32.3
095;23/11/2021;105;1;12;12
025;23/11/2021;105;1;20;20
002;23/11/2021;104;15;28.9;433.5
002;23/11/2021;054;6;28.9;173.4
002;23/11/2021;105;1;34;34
013;23/11/2021;054;4;34;136
064;25/11/2021;069;2;39;78
029;25/11/2021;010;4;12.75;51
029;25/11/2021;069;2;12.75;25.5
002;25/11/2021;020;15;28.9;433.5
002;25/11/2021;019;7;28.9;202.3
002;25/11/2021;107;7;28.9;202.3
002;25/11/2021;069;7;28.9;202.3
002;25/11/2021;008;6;25;150
002;25/11/2021;033;4;28.9;115.6
002;25/11/2021;010;4;28.9;115.6
002;25/11/2021;063;3;28.9;86.7
002;25/11/2021;037;2;28.9;57.8
002;25/11/2021;016;2;28.9;57.8
002;25/11/2021;014;2;28.9;57.8
002;25/11/2021;089;2;28.9;57.8
015;25/11/2021;069;5;13.6;68
013;25/11/2021;069;1;34;34
013;25/11/2021;089;1;34;34
001;25/11/2021;014;3;16.15;48.45
109;25/11/2021;069;0.35;63.54;22.239
097;25/11/2021;069;1.5;61.25;91.875
096;25/11/2021;069;1.5;39;58.5
065;25/11/2021;014;3;12.75;38.25
095;26/11/2021;110;25;12;300
095;26/11/2021;057;1;9.6;9.6
079;26/11/2021;057;4;39;156
060;26/11/2021;057;1;12.8;12.8
029;26/11/2021;057;3;12;36
029;26/11/2021;111;1;12.75;12.75
025;26/11/2021;084;8;17;136
002;26/11/2021;026;40;26.9;1076
002;26/11/2021;057;4;27.2;108.8
002;26/11/2021;084;3;28.9;86.7
002;26/11/2021;095;2;28.9;57.8
002;26/11/2021;111;1;28.9;28.9
018;26/11/2021;057;1;36;36
015;26/11/2021;084;5;13.6;68
015;26/11/2021;057;2;12.8;25.6
015;26/11/2021;111;1;13.6;13.6
014;26/11/2021;057;1;36;36
012;26/11/2021;084;8;18.7;149.6
001;26/11/2021;084;16;16.15;258.4
096;26/11/2021;095;1;39;39
085;26/11/2021;057;4;12;48
080;26/11/2021;095;2;12.75;25.5
065;26/11/2021;057;2;12;24
065;26/11/2021;111;1;12.75;12.75
040;26/11/2021;095;1;50;50
040;26/11/2021;111;0.5;50;25
028;26/11/2021;057;4;12.8;51.2
023;26/11/2021;095;2;12.75;25.5
021;26/11/2021;084;2;16.15;32.3
017;26/11/2021;057;2;11.2;22.4
016;26/11/2021;084;4;12.75;51
016;26/11/2021;057;1;12;12
095;27/11/2021;109;2;12;24
095;27/11/2021;112;2;12;24
060;27/11/2021;109;2;16;32
060;27/11/2021;112;2;16;32
029;27/11/2021;113;2;15;30
029;27/11/2021;112;2;15;30
025;27/11/2021;109;2;20;40
025;27/11/2021;112;2;20;40
015;27/11/2021;112;2;16;32
012;27/11/2021;113;2;22;44
012;27/11/2021;112;2;22;44
001;27/11/2021;113;2;19;38
001;27/11/2021;112;2;19;38
094;27/11/2021;112;2;15;30
080;27/11/2021;112;2;15;30
068;27/11/2021;109;5;10;50
068;27/11/2021;112;2;10;20
065;27/11/2021;109;2;15;30
065;27/11/2021;112;2;15;30
022;27/11/2021;112;2;12;24
017;27/11/2021;112;2;14;28
095;29/11/2021;108;2;12;24
063;29/11/2021;108;3;16;48
060;29/11/2021;108;1;16;16
029;29/11/2021;108;3;15;45
025;29/11/2021;108;1;20;20
015;29/11/2021;108;1;16;16
012;29/11/2021;108;3;22;66
001;29/11/2021;108;8;19;152
094;29/11/2021;108;1;15;15
085;29/11/2021;108;1;15;15
080;29/11/2021;108;1;15;15
068;29/11/2021;108;2;10;20
065;29/11/2021;108;3;15;45
040;29/11/2021;108;1;25;25
028;29/11/2021;108;1;16;16
023;29/11/2021;108;1;15;15
022;29/11/2021;108;3;12;36
021;29/11/2021;108;3;19;57
019;29/11/2021;108;3;12;36
017;29/11/2021;108;1;14;14
016;29/11/2021;108;1;15;15
002;30/11/2021;089;6;28.9;173.4
002;30/11/2021;048;2;28.9;57.8
095;02/12/2021;114;8;10;80
029;02/12/2021;077;6;12.75;76.5
029;02/12/2021;010;5;12.75;63.75
029;02/12/2021;016;1;12.75;12.75
002;02/12/2021;020;10;28.9;289
002;02/12/2021;008;5;28.9;144.5
002;02/12/2021;010;4;28.9;115.6
002;02/12/2021;063;2;28.9;57.8
002;02/12/2021;077;2;28.9;57.8
002;02/12/2021;016;2;28.9;57.8
021;02/12/2021;016;1;16.15;16.15
019;02/12/2021;016;1;10.2;10.2
095;03/12/2021;057;2;9.6;19.2
079;03/12/2021;044;4;50;200
060;03/12/2021;099;3;16;48
004;03/12/2021;116;1;38.25;38.25
034;03/12/2021;099;1;35;35
034;03/12/2021;057;1;28;28
030;03/12/2021;073;3;61.25;183.75
029;03/12/2021;092;2;12.75;25.5
029;03/12/2021;051;1;15;15
025;03/12/2021;026;10;17;170
025;03/12/2021;092;2;17;34
025;03/12/2021;115;2;20;40
025;03/12/2021;099;1;20;20
002;03/12/2021;026;20;26.9;538
002;03/12/2021;044;12;28.9;346.8
002;03/12/2021;028;8;34;272
002;03/12/2021;078;8;28.9;231.2
002;03/12/2021;116;6;28.9;173.4
002;03/12/2021;057;6;27.2;163.2
002;03/12/2021;092;3;28.9;86.7
018;03/12/2021;057;1;36;36
015;03/12/2021;028;10;16;160
015;03/12/2021;026;10;13.6;136
015;03/12/2021;116;4;13.6;54.4
015;03/12/2021;092;2;13.6;27.2
015;03/12/2021;115;1;16;16
015;03/12/2021;057;1;12.8;12.8
013;03/12/2021;028;2;40;80
013;03/12/2021;044;2;34;68
013;03/12/2021;057;1;32;32
012;03/12/2021;078;6;18.7;112.2
012;03/12/2021;092;1;18.7;18.7
001;03/12/2021;078;10;16.15;161.5
001;03/12/2021;099;3;19;57
001;03/12/2021;051;2;19;38
001;03/12/2021;057;2;15.2;30.4
001;03/12/2021;092;1;16.15;16.15
094;03/12/2021;115;3;15;45
085;03/12/2021;078;4;12.75;51
080;03/12/2021;078;4;12.75;51
080;03/12/2021;099;3;15;45
065;03/12/2021;099;4;15;60
040;03/12/2021;057;0.5;40;20
028;03/12/2021;026;6;13.6;81.6
028;03/12/2021;099;3;16;48
023;03/12/2021;026;6;12.75;76.5
023;03/12/2021;099;3;15;45
023;03/12/2021;092;1;12.75;12.75
022;03/12/2021;116;4;10.2;40.8
019;03/12/2021;092;1;10.2;10.2
019;03/12/2021;078;1;10.2;10.2
017;03/12/2021;026;10;11.9;119
017;03/12/2021;051;1;14;14
003;03/12/2021;116;1;29.75;29.75
095;04/12/2021;117;20;6.3;126
095;04/12/2021;118;20;6.3;126
071;04/12/2021;069;4.8;36.13;173.424
064;04/12/2021;069;1;39;39
002;04/12/2021;037;2;28.9;57.8
002;04/12/2021;063;2;28.9;57.8
112;04/12/2021;069;0.3;53.83;16.149
111;04/12/2021;069;0.4;42.5;17
110;04/12/2021;069;1.8;37.78;68.004
097;04/12/2021;069;1.2;65.16;78.192
096;04/12/2021;069;1;39;39
015;06/12/2021;074;5;13.08;65.4
012;06/12/2021;074;7;17.96;125.72
001;06/12/2021;074;12;15.6;187.2
021;06/12/2021;074;6;15.6;93.6
017;06/12/2021;074;4;11.44;45.76
029;07/12/2021;065;2;12.75;25.5
002;07/12/2021;013;10;28.9;289
002;07/12/2021;119;1;28.9;28.9
012;07/12/2021;065;2;18.7;37.4
001;07/12/2021;065;5;16.15;80.75
002;08/12/2021;089;8;28.9;231.2
002;08/12/2021;084;5;28.9;144.5
002;08/12/2021;011;2;28.9;57.8
002;08/12/2021;016;1;28.9;28.9
015;08/12/2021;084;8;13.6;108.8
001;08/12/2021;084;35;16.15;565.25
021;08/12/2021;084;2;16.15;32.3
095;09/12/2021;108;8;12;96
095;09/12/2021;114;4;10;40
079;09/12/2021;057;3;39;117
060;09/12/2021;108;4;16;64
060;09/12/2021;057;2;12.8;25.6
030;09/12/2021;073;3;61.25;183.75
029;09/12/2021;113;3;15;45
029;09/12/2021;014;2;12.75;25.5
025;09/12/2021;051;1;20;20
025;09/12/2021;108;1;20;20
002;09/12/2021;020;10;28.9;289
002;09/12/2021;057;5;27.2;136
002;09/12/2021;033;4;28.9;115.6
002;09/12/2021;063;3;28.9;86.7
002;09/12/2021;014;3;28.9;86.7
002;09/12/2021;062;2;28.9;57.8
002;09/12/2021;114;1;28.9;28.9
015;09/12/2021;108;2;16;32
015;09/12/2021;051;1;16;16
013;09/12/2021;114;1;34;34
012;09/12/2021;113;2;22;44
012;09/12/2021;014;2;18.7;37.4
001;09/12/2021;108;8;19;152
001;09/12/2021;014;5;16.15;80.75
001;09/12/2021;113;2;19;38
001;09/12/2021;118;1;16.15;16.15
001;09/12/2021;051;1;19;19
001;09/12/2021;057;1;15.2;15.2
068;09/12/2021;112;5;10;50
065;09/12/2021;014;1;12.75;12.75
065;09/12/2021;057;1;12;12
040;09/12/2021;033;1;50;50
040;09/12/2021;057;0.5;40;20
022;09/12/2021;057;1;9.6;9.6
019;09/12/2021;112;5;12;60
017;09/12/2021;051;1;14;14
017;09/12/2021;108;1;14;14
017;09/12/2021;057;1;11.2;11.2
016;09/12/2021;108;4;15;60
095;10/12/2021;102;20;10;200
029;10/12/2021;026;20;12.75;255
029;10/12/2021;022;4;12.75;51
029;10/12/2021;039;3;12.75;38.25
002;10/12/2021;026;50;26.9;1345
002;10/12/2021;022;10;28.9;289
015;10/12/2021;039;9;13.6;122.4
071;11/12/2021;069;6.4;36.13;231.232
029;11/12/2021;122;1;15;15
002;11/12/2021;095;1;28.9;28.9
015;11/12/2021;095;2;13.6;27.2
013;11/12/2021;095;1;34;34
001;11/12/2021;117;1;16.15;16.15
001;11/12/2021;122;1;19;19
110;11/12/2021;069;1.8;37.78;68.004
097;11/12/2021;069;1.5;61.24;91.86
096;11/12/2021;069;2;39;78
023;11/12/2021;095;1;12.75;12.75
013;12/12/2021;067;1;34;34
012;12/12/2021;067;1;18.7;18.7
022;12/12/2021;067;4;10.2;40.8
021;12/12/2021;067;2;16.15;32.3
019;12/12/2021;067;2;10.2;20.4
025;13/12/2021;074;4;16.32;65.28
002;13/12/2021;074;3;27.2;81.6
001;13/12/2021;074;2;15.6;31.2
065;13/12/2021;074;4;12.24;48.96
029;15/12/2021;123;7;12.75;89.25
029;15/12/2021;010;4;12.75;51
029;15/12/2021;079;2;15;30
029;15/12/2021;077;2;12.75;25.5
029;15/12/2021;014;2;12.75;25.5
025;15/12/2021;123;1;17;17
002;15/12/2021;047;15;34;510
002;15/12/2021;020;10;28.9;289
002;15/12/2021;054;8;28.9;231.2
002;15/12/2021;088;6;34;204
002;15/12/2021;010;4;28.9;115.6
002;15/12/2021;063;3;28.9;86.7
002;15/12/2021;016;2;28.9;57.8
002;15/12/2021;077;2;28.9;57.8
002;15/12/2021;060;1;34;34
002;15/12/2021;123;1;27.2;27.2
015;15/12/2021;047;10;16;160
015;15/12/2021;047;2;16;32
013;15/12/2021;054;3;34;102
012;15/12/2021;014;3;18.7;56.1
001;15/12/2021;123;10;16.15;161.5
001;15/12/2021;047;5;19;95
001;15/12/2021;014;5;16.15;80.75
065;15/12/2021;123;4;12.75;51
065;15/12/2021;079;2;15;30
065;15/12/2021;014;2;12.75;25.5
056;15/12/2021;123;2;42;84
040;15/12/2021;123;0.5;40;20
028;15/12/2021;123;2;13.6;27.2
023;15/12/2021;047;4;15;60
021;15/12/2021;060;2;19;38
021;15/12/2021;123;1;16.15;16.15
019;15/12/2021;079;6;12;72
079;16/12/2021;057;4;39;156
063;16/12/2021;057;1;12.8;12.8
029;16/12/2021;057;2;12;24
029;16/12/2021;051;1;15;15
002;16/12/2021;057;5;27.2;136
015;16/12/2021;057;3;12.8;38.4
012;16/12/2021;057;1;17.6;17.6
001;16/12/2021;051;3;19;57
001;16/12/2021;057;2;15.2;30.4
085;16/12/2021;057;3;12;36
065;16/12/2021;057;3;12;36
040;16/12/2021;057;2;20;40
040;16/12/2021;051;0.5;50;25
028;16/12/2021;057;3;12.8;38.4
022;16/12/2021;057;1;9.6;9.6
021;16/12/2021;057;1;15.2;15.2
019;16/12/2021;057;1;9.6;9.6
029;17/12/2021;099;4;15;60
029;17/12/2021;078;3;12.75;38.25
029;17/12/2021;052;2;12.75;25.5
029;17/12/2021;095;1;12.75;12.75
025;17/12/2021;078;4;17;68
002;17/12/2021;052;12;28.9;346.8
002;17/12/2021;078;10;28.9;289
002;17/12/2021;095;6;28.9;173.4
002;17/12/2021;048;2;28.9;57.8
002;17/12/2021;037;2;28.9;57.8
015;17/12/2021;078;5;13.6;68
015;17/12/2021;095;4;13.6;54.4
015;17/12/2021;052;2;13.6;27.2
013;17/12/2021;095;2;34;68
013;17/12/2021;078;1;34;34
012;17/12/2021;099;4;22;88
012;17/12/2021;078;4;18.7;74.8
001;17/12/2021;078;12;16.15;193.8
001;17/12/2021;101;10;19;190
001;17/12/2021;099;8;19;152
001;17/12/2021;052;2;16.15;32.3
096;17/12/2021;095;0.8;39;31.2
094;17/12/2021;078;4;12.75;51
085;17/12/2021;095;4;12.75;51
065;17/12/2021;099;8;15;120
040;17/12/2021;052;2;45;90
040;17/12/2021;095;1;45;45
027;17/12/2021;052;1;33.15;33.15
023;17/12/2021;101;10;15;150
023;17/12/2021;078;4;12.75;51
021;17/12/2021;099;4;19;76
021;17/12/2021;052;1;16.15;16.15
019;17/12/2021;052;1;10.2;10.2
017;17/12/2021;078;6;11.9;71.4
064;19/12/2021;069;1;39;39
097;19/12/2021;073;3;61.25;183.75
096;19/12/2021;069;1.5;39;58.5
029;20/12/2021;074;5;12.24;61.2
025;20/12/2021;074;3;16.32;48.96
002;20/12/2021;074;4;27.2;108.8
015;20/12/2021;074;8;13.08;104.64
001;20/12/2021;074;8;15.6;124.8
065;20/12/2021;074;6;12.24;73.44
021;20/12/2021;074;2;15.6;31.2
017;20/12/2021;074;4;11.44;45.76
002;21/12/2021;089;14;28.9;404.6
095;23/12/2021;117;20;6.8;136
060;23/12/2021;057;2;12.8;25.6
004;23/12/2021;057;1;36;36
029;23/12/2021;026;40;12.75;510
029;23/12/2021;099;6;15;90
029;23/12/2021;033;1;12.75;12.75
029;23/12/2021;057;1;12;12
002;23/12/2021;020;30;28.9;867
002;23/12/2021;013;10;28.9;289
002;23/12/2021;033;4;28.9;115.6
002;23/12/2021;062;3;28.9;86.7
015;23/12/2021;026;10;13.6;136
015;23/12/2021;099;3;16;48
013;23/12/2021;062;1;34;34
001;23/12/2021;026;80;26.9;2152
001;23/12/2021;099;6;19;114
001;23/12/2021;057;1;15.2;15.2
085;23/12/2021;057;2;12;24
065;23/12/2021;099;8;15;120
065;23/12/2021;057;1;12;12
056;23/12/2021;057;7;108;756
056;23/12/2021;057;2;39.69;79.38
040;23/12/2021;057;2;20;40
028;23/12/2021;057;2;12.8;25.6
027;23/12/2021;057;1;31.2;31.2
022;23/12/2021;057;1;9.6;9.6
017;23/12/2021;026;10;11.9;119
017;23/12/2021;057;1;11.2;11.2
095;26/12/2021;114;6;10;60
071;26/12/2021;069;12;36.13;433.56
030;26/12/2021;069;1;61.25;61.25
029;26/12/2021;034;1;12.75;12.75
002;26/12/2021;034;5;28.9;144.5
013;26/12/2021;034;5;34;170
111;26/12/2021;069;2.4;42.5;102
110;26/12/2021;069;5.4;37.78;204.012
109;26/12/2021;069;1.5;50;75
097;26/12/2021;069;4;61.25;245
096;26/12/2021;069;5;39;195
085;26/12/2021;034;6;12.75;76.5
080;26/12/2021;034;2;12.75;25.5
072;26/12/2021;069;1;47.6;47.6
070;26/12/2021;069;5;39;195
065;26/12/2021;034;1;12.75;12.75
040;26/12/2021;034;2;45;90
028;26/12/2021;034;2;13.6;27.2
023;26/12/2021;034;6;12.75;76.5
023;26/12/2021;095;4;12.75;51
071;13/01/2022;123;10;38.35;383.5
071;13/01/2022;069;4.8;42.08;201.984
030;13/01/2022;069;1;57;57
002;13/01/2022;054;10;34;340
013;13/01/2022;054;7;40;280
110;13/01/2022;069;2.1;37.78;79.338
097;13/01/2022;069;1.2;59.54;71.448
065;13/01/2022;054;1;15;15
017;13/01/2022;054;1;14;14
079;14/01/2022;089;1;42;42
029;14/01/2022;010;2;12.75;25.5
002;14/01/2022;010;6;28.9;173.4
002;14/01/2022;089;5;28.9;144.5
002;14/01/2022;020;3;28.9;86.7
002;14/01/2022;016;2;28.9;57.8
001;14/01/2022;118;1;16.15;16.15
001;14/01/2022;117;1;16.15;16.15
095;15/01/2022;114;5;10;50
095;15/01/2022;108;3;12;36
079;15/01/2022;073;1;42;42
060;15/01/2022;108;4;16;64
060;15/01/2022;057;2;12.8;25.6
050;15/01/2022;057;2;28;56
030;15/01/2022;073;3;57;171
029;15/01/2022;108;6;15;90
029;15/01/2022;077;3;12.75;38.25
029;15/01/2022;095;1;12.75;12.75
029;15/01/2022;057;1;12;12
025;15/01/2022;108;3;20;60
025;15/01/2022;051;2;20;40
025;15/01/2022;057;1;16;16
002;15/01/2022;020;12;28.9;346.8
002;15/01/2022;019;10;28.9;289
002;15/01/2022;107;6;28.9;173.4
002;15/01/2022;017;6;28.9;173.4
002;15/01/2022;057;5;27.2;136
002;15/01/2022;095;4;28.9;115.6
002;15/01/2022;086;4;28.9;115.6
002;15/01/2022;083;4;28.9;115.6
002;15/01/2022;011;4;28.9;115.6
002;15/01/2022;037;3;28.9;86.7
002;15/01/2022;045;3;28.9;86.7
002;15/01/2022;077;2;28.9;57.8
002;15/01/2022;073;2;28.9;57.8
015;15/01/2022;086;5;13.6;68
015;15/01/2022;108;3;16;48
015;15/01/2022;095;3;13.6;40.8
015;15/01/2022;057;3;12.8;38.4
015;15/01/2022;051;2;16;32
013;15/01/2022;095;1;34;34
001;15/01/2022;108;12;19;228
001;15/01/2022;051;2;19;38
096;15/01/2022;069;2.5;39;97.5
085;15/01/2022;095;4;12.75;51
068;15/01/2022;057;10;9.6;96
023;15/01/2022;095;4;12.75;51
017;15/01/2022;108;3;14;42
017;15/01/2022;051;2;14;28
016;15/01/2022;108;2;15;30
003;15/01/2022;057;2;28;56
029;17/01/2022;074;2;12.24;24.48
002;17/01/2022;074;8;27.2;217.6
015;17/01/2022;074;3;13.08;39.24
012;17/01/2022;074;4;17.96;71.84
001;17/01/2022;074;4;15.6;62.4
065;17/01/2022;074;2;12.24;24.48
021;17/01/2022;074;2;15.6;31.2
017;17/01/2022;074;3;11.44;34.32
029;18/01/2022;026;10;12.75;127.5
002;18/01/2022;026;25;26.9;672.5
015;18/01/2022;026;10;13.6;136
094;18/01/2022;026;10;12.75;127.5
085;18/01/2022;026;10;12.75;127.5
040;18/01/2022;026;5;40;200
023;18/01/2022;026;10;12.75;127.5
029;19/01/2022;074;3;12.24;36.72
029;19/01/2022;065;2;12.75;25.5
002;19/01/2022;074;8;27.2;217.6
002;19/01/2022;084;3;28.9;86.7
002;19/01/2022;125;3;28.9;86.7
015;19/01/2022;084;6;13.6;81.6
015;19/01/2022;074;3;13.08;39.24
012;19/01/2022;084;6;18.7;112.2
012;19/01/2022;074;4;17.96;71.84
012;19/01/2022;065;2;18.7;37.4
001;19/01/2022;084;16;16.15;258.4
001;19/01/2022;065;4;16.15;64.6
001;19/01/2022;074;4;15.6;62.4
065;19/01/2022;074;1;12.24;12.24
023;19/01/2022;084;3;12.75;38.25
021;19/01/2022;084;3;16.15;48.45
021;19/01/2022;074;2;15.6;31.2
019;19/01/2022;065;3;10.2;30.6
017;19/01/2022;074;3;11.44;34.32
071;20/01/2022;069;4.8;36.13;173.424
063;20/01/2022;124;3;13.6;40.8
002;20/01/2022;107;4;28.9;115.6
002;20/01/2022;127;3;28.9;86.7
002;20/01/2022;048;2;28.9;57.8
012;20/01/2022;126;1;18.7;18.7
001;20/01/2022;126;1;16.15;16.15
111;20/01/2022;069;0.8;42.5;34
109;20/01/2022;069;0.4;63.54;25.416
097;20/01/2022;069;1;59.54;59.54
065;20/01/2022;124;3;12.75;38.25
022;20/01/2022;124;3;10.2;30.6
019;20/01/2022;124;3;10.2;30.6
019;20/01/2022;126;1;10.2;10.2
095;21/01/2022;102;30;10;300
029;21/01/2022;022;4;12.75;51
029;21/01/2022;078;2;12.75;25.5
025;21/01/2022;078;2;17;34
002;21/01/2022;047;15;34;510
002;21/01/2022;022;15;28.9;433.5
002;21/01/2022;102;5;28.9;144.5
012;21/01/2022;078;4;18.7;74.8
001;21/01/2022;128;10;19;190
001;21/01/2022;078;8;16.15;129.2
079;22/01/2022;057;1;100;100
079;22/01/2022;063;1;40.8;40.8
030;22/01/2022;073;2;57;114
029;22/01/2022;010;4;12.75;51
029;22/01/2022;057;1;12;12
002;22/01/2022;020;16;28.9;462.4
002;22/01/2022;010;6;28.9;173.4
002;22/01/2022;063;3;28.9;86.7
002;22/01/2022;057;2;27.2;54.4
013;22/01/2022;057;1;32;32
102;22/01/2022;057;1;15.2;15.2
001;22/01/2022;057;1;15.2;15.2
110;22/01/2022;069;1.8;37.78;68.004
085;22/01/2022;057;1;12;12
070;22/01/2022;069;1;39;39
068;22/01/2022;057;1;8;8
021;22/01/2022;057;1;15.2;15.2
095;23/01/2022;114;5;10;50
002;24/01/2022;074;6;27.2;163.2
015;24/01/2022;074;4;13.08;52.32
001;24/01/2022;074;6;15.6;93.6
065;24/01/2022;074;2;12.24;24.48
017;24/01/2022;074;6;11.44;68.64
002;26/01/2022;089;7;28.9;202.3
071;27/01/2022;069;4.8;36.13;173.424
029;27/01/2022;077;4;12.75;51
029;27/01/2022;033;1;13.6;13.6
029;27/01/2022;089;1;12.75;12.75
002;27/01/2022;020;15;28.9;433.5
002;27/01/2022;033;4;29.75;119
002;27/01/2022;063;3;29.75;89.25
002;27/01/2022;077;2;28.9;57.8
013;27/01/2022;033;1;35;35
111;27/01/2022;069;0.8;42.5;34
097;27/01/2022;069;1.5;59.54;89.31
095;28/01/2022;110;25;12;300
029;28/01/2022;026;20;12.75;255
002;28/01/2022;026;30;26.9;807
002;28/01/2022;104;15;28.9;433.5
002;28/01/2022;013;10;28.9;289
002;28/01/2022;088;5;34;170
002;28/01/2022;016;2;29.75;59.5
040;28/01/2022;026;4;40;160
095;29/01/2022;067;1;10.4;10.4
071;29/01/2022;069;4.8;36.13;173.424
030;29/01/2022;069;1.125;60.35;67.89375
002;29/01/2022;045;1;29.75;29.75
012;29/01/2022;067;3;19.55;58.65
114;29/01/2022;067;5;12.5;62.5
